id;codes;comentarios;impressaodiagnostica;status;statusData;organ;organData;order
263;PECALC;Nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em pelve renal.;Cálculo em pelve renal esquerda.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
262;BXISU;repleta por conteúdo anecogênico, paredes finas e regulares. Importante quantidade de pontos ecogênicos em suspensão e depositados em parede dorsal, não formadores de pouco sombreamento acústico posterior.;Bexiga: importante quantidade de sedimento urinário/debril celular.;ANORMAL;not_normal;BEXIGA;bexiga;0
261;NODBACHIPO;em cabeça esplênica nota-se nódulo hipoecóico, margens regulares e limites bem definidos, medindo <var1> cm X <var2> cm;O nódulo em baço possui como principais diagnósticos diferenciais: hiperplasia nodular (comum em pacientes de meia idade e idosos), hematopoiese extramedular. Caso suspeita de metástase sugere-se exames complementares.;ANORMAL;not_normal;BAÇO;baco;0
260;LPEEDE;Aumentado de tamanho, medindo <var1> cm em lobo esquerdo, com aspecto heterogêneo, associado a conteúdo anecogênico difusamente entremeado, ecotextura mista.;Edema pancreático, podendo estar relacionado aos seguintes diagnósticos diferenciais: pancreatite, hipoalbuminemia, hipervolemia.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
259;FIGHIF;tamanho, forma, contorno e ecotextura preservadas. Bordas afiladas, ecogenicidade aumentada. Vasculatura hepática e portal dentro da normalidade.;O aumento da ecogenicidade de fígado em felinos possui como diagnósticos principais lipidose ou deposição de gordura.;ANORMAL;not_normal;FÍGADO;figado;0
258;TESTE4;ASDASDSDS;ASDFDF;ANORMAL;not_normal;LINFONODOS;linfonodos;0
257;PIOC;cornos uterinos não caracterizados - histórico de ovários alpingo histerectomia. Corpo de útero aumentado de tamanho, medindo <var1> cm x <var2> cm. Preechido por conteúdo fluido com grande quantidade de pontos ecogênicos. Mesentério adjacente hiperecóico.;Piometra de coto.;ANORMAL;not_normal;ÚTERO;utero;1
256;JEJUMUMM;Multiplas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
255;BXMDB;repleta por conteúdo anecogênico, paredes finas e regulares. Moderada quantidade de pontos ecogênicos em suspensão e depositados em parede dorsal, não formadores de pouco sombreamento acústico posterior.;Bexiga: moderada quantidade de sedimento urinário/debril celular.;ANORMAL;not_normal;BEXIGA;bexiga;0
254;JEJUMUM;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
252;OVER;em topografia habitual, apresentando múltiplas estruturas císticas, medindo <var3> cm x <var4> cm. Mesentério adjacente hiperecoico.;Ovário esquerdo remanescente policístico(provável).;ANORMAL;not_normal;OVÁRIOS;ovario;0
251;HPBCPNDN;aumentada de tamanho, medindo <var1> cm x <var2> cm, ecogenicidade mista e ecotextura moderadamente heterogênea.;Hiperplasia prostática benigna com indícios ultrassonográficos de processo inflamatório/infeccioso inicial (prostatite), não podendo descartar por completo do processo neoplásico.;ANORMAL;not_normal;PRÓSTATA;prostata;0
250;FIGAHIC;de dimensões fora dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade aumentada. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;Hepatomegalia. O aumento da ecogenicidade hepática possui como principais diagnósticos diferenciais: esteatose (infiltração gordurosa), hepatopatia esteroidal (diabetes mellitus e/ou hipoadrenocorticismo).;ANORMAL;not_normal;FÍGADO;figado;0
249;FIGHIC;de dimensões fora dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade aumentada. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;Hepatomegalia. O aumento da ecogenicidade hepática possui como principais diagnósticos diferenciais: esteatose, hepatopatia esteroidal.;ANORMAL;not_normal;FÍGADO;figado;2
248;RDD;diminuído de tamanho, medindo <var1> cm de comprimento em plano dorsal.;Rim direito: provável nefropatia, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
247;LPE;lobo pancreático esquerdo medindo <var1> cm, homogêneo e com ecogenicidade dentro da normalidade.;;ANORMAL;not_normal;PÂNCREAS;pancreas;0
246;RED;diminuído de tamanho, medindo <var1> cm de comprimento em plano dorsal.;Rim esq  uerdo: provável nefropatia, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
245;HPBCNDN;próstata aumentada de tamanho, medindo <var1> cm x <var2> cm, discretamente heterogênea com ecogenicidade mista. Múltiplas estruturas semi circulares, anecogênicas, com limites bem definidos e irregulares.;Próstata: hiperplasia prostática benigna cística, não podendo descartar processo neoplásico. Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;PRÓSTATA;prostata;0
244;NHIFIGD;Em lobo hepático direito nota-se nódulo hiperecoico, medindo <var1> cm, de limites bem definidos e margens regulares.;;ANORMAL;not_normal;FÍGADO;figado;0
243;CUEHEC;Corno uterino esquerdo e corpo de útero aumentados de tamanho (medindo aproximadamente <var1> cm) preenchidos por pouco conteúdo anecogênico com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares. Múltiplas estruturas circulares anecogênicas entremeadas em endométrio;Útero: processo inflamatório / infeccioso (hiperplasia endometrial cística).;ANORMAL;not_normal;ÚTERO;utero;0
242;LFABDR;linfonodos abdominais discretamente aumentados de tamanho, pouco heterogêneos com ecogenicidade mista.;Linfonodos abdominais reativos a processo inflamatório/infeccioso.;ANORMAL;not_normal;LINFONODOS;linfonodos;0
241;FACO;de dimensões ultrapassando os limites do gradil costal, superfície lisa, margens arredondadas e ecotextura dentro dos limites da normalidade. Ecogenicidade difusamente diminuída. Veia cava caudal e veias hepáticas dilatadas.;"Hepatomegalia.
Congestão venosa hepática. Principais diagnósticos diferenciais: insuficiência cardíaca direita, efusão pericárdica, pericardite restritiva, hipertensão pulmonar, dirofilariose, obstrução da veia cava caudal torácica.";ANORMAL;not_normal;FÍGADO;figado;0
240;FETOSM;Fetos sem batimentos cardíacos, com líquido aminiótico ecogênico e em pequena quantidade, com paredes uterinas espessas e irregulares. Presença de gás intrauterino.;Aspectos ultrassonográficos indicam processo inflamatório/infeccioso associado a morte fetal.;ANORMAL;not_normal;ÚTERO;utero;0
239;COL;Cólon descendente com parede espessada (medindo aproximadamente <var1> cm), porém, com relação parietal preservada.;Cólon: processo inflamatório/infeccioso (colite).;ANORMAL;not_normal;CÓLON;colon;0
238;PTTC;Em próstata, nota-se estrutura circular, de limites bem definidos e margens regulares, preenchida por conteúdo anecogênico medindo <var1> cm x <var2> cm.;Cisto em próstata.;ANORMAL;not_normal;PRÓSTATA;prostata;0
237;CPTT;Em próstata, nota-se estrutura circular, de limites bem definidos e margens regulares, preenchida por conteúdo anecogênico medindo <var1> cm x <var2> cm.;Cisto em próstata;ANORMAL;not_normal;PRÓSTATA;prostata;0
236;ESTINFNDN;repleto por conteúdo gasoso e mucoso. Parede espessa em corpo gástrico (medindo aproximadamente <var1> cm) com estratificação parietal mantida.;Estômago: processo inflamatório / infeccioso (gastrite) não podendo descartar por completo processo neoplásico;ANORMAL;not_normal;ESTÔMAGO;estomago;0
235;BXCI;repleção líquida adequada, paredes difusamente espessada e irregulares, medindo <var1> cm. Em parede dorsal nota-se agregados hiperecoicos aderidos à parede.;Bexiga: processo inflamatório/infeccioso, com os demais achados supracitados em comentários, o primeiro diagnóstico diferencial pode estar relacionado a cistite incrustada alcalina.;ANORMAL;not_normal;BEXIGA;bexiga;0
234;CABX;em parede dorsal nota-se estrutura de superfície hiperecóica, medindo <var1> cm, formando sombreamento acústico posterior.;Cálculo em bexiga.;ANORMAL;not_normal;BEXIGA;bexiga;0
233;INTUCE;"jejuno apresentando aspecto em alvo com múltiplas camadas concêntricas associado a moderada perda de vascularização ao modo Doppler colorido.
Mesentério adjacente hiperecoico.";Imagens ultrassonográficas compatíveis com intussuscepção em intestino delgado associado a corpo estranho.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
232;INTU;"jejuno apresentando aspecto em alvo com múltiplas camadas concêntricas associado a moderada perda de vascularização ao modo Doppler colorido.
Mesentério adjacente hiperecoico.";Imagens ultrassonográficas compatíveis com intussuscepção em intestino delgado.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
231;HPBC;próstata aumentada de tamanho, medindo <var1> cm x <var2> cm, discretamente heterogênea com ecogenicidade mista. Múltiplas estruturas semi circulares, anecogênicas, com limites bem definidos e irregulares.;Próstata: hiperplasia prostática benigna cística.;ANORMAL;not_normal;PRÓSTATA;prostata;0
230;ADDAF;formato mantido, bordas regulares, distinção corticomedular e ecogenicidade preservadas. Medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento).;Adrenomegalia direita/bilateral podendo estar associada a nefropatia, estresse ou endocrinopatia.;ANORMAL;not_normal;ADRENAL DIREITA;adrenal_direita;0
229;ADEAF;formato mantido, bordas regulares, distinção corticomedular e ecogenicidade preservadas. Medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento).;Adrenomegalia esquerda/bilateral podendo estar associada a nefropatia, estresse ou endocrinopatia.;ANORMAL;not_normal;ADRENAL ESQUERDA;adrenal_esquerda;0
228;ASD;TESTE;ASDDASDS;ANORMAL;not_normal;LINFONODOS;linfonodos;5
227;AEN;ASTOR EM NORONHA;DE BOAZINHA;ANORMAL;not_normal;LINFONODOS;linfonodos;0
226;VBIEB;preenchida por adequada quantidade de conteúdo anecogênico em parede dorsal nota-se moderada quantidade de material ecogênico depositado em fundo.;Vesícula biliar: importante quantidade de lama biliar, podendo estar relacionada a hipofunção motora biliar (senescência) ou comorbidades que levem a alteração da composição da bile.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
225;UMUM;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;20
223;LFAR;linfonodos abdominais discretamente aumentados de tamanho, pouco heterogêneos com ecogenicidade mista.;Linfonodos abdominais reativos a processo inflamatório/infeccioso.;ANORMAL;not_normal;LINFONODOS;linfonodos;0
222;LAR;linfonodos abdominais discretamente aumentados de tamanho, pouco heterogêneos com ecogenicidade mista.;Linfonodos abdominais reativos a processo inflamatório/infeccioso.;ANORMAL;not_normal;LINFONODOS;linfonodos;0
221;LLRER;pouca quantidade de conteúdo anecogênico livre em recesso esplenorrenal.;Pouca quantidade de conteúdo líquido livre abdominal em recesso esplenorrenal.;ANORMAL;not_normal;OUTROS;outros;0
220;LLRHD;pouca quantidade de conteúdo anecogênico livre em recesso hepato diafragmático;Pouca quantidade de líquido livre em recesso hepato diafragmático.;ANORMAL;not_normal;OUTROS;outros;0
218;RECI;em cortical ventral nota-se estrutura circular, anecogênica, margens regulares e limites bem definidos, medindo <var1> cm.;Cisto em cortical renal esquerda.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
215;CPAAGCR;corpo de pâncreas aumentado de tamanho, medindo <var1> cm, heterogêneo, ecogenicidade mista, predominantemente hiperecóico. Mesentério adjacente hiperecogênico.;Corpo de pâncreas: pancreatite crônica agudizada (provável).;ANORMAL;not_normal;PÂNCREAS;pancreas;0
214;AHIPC;áreas hiperecogênicas em topografia anatômica de ovários e corpo de útero — estado pós cirúrgico (histórico de ováriosalpingohisterectomia recente) — dentro da normalidade.;;NORMAL;normal;ÚTERO;utero;0
213;VBMP;repleta, paredes finas e ecogênicas com conteúdo anecogênico associado a importante quantidade de conteúdo ecogênico. Padrão de estriações ecogênicas radiando das paredes para o centro – mucocele parcial.;Vesícula biliar: dilatada com aspectos ultrassonográficos de formação de mucocele parcial. Sem sinal ultrassonográfico de obstrução no momento deste exame.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
212;LLESC;Nota-se quantidade de conteúdo anecogênico livre em bolsa escrotal no momento deste exame.;Líquido livre em bolsa escrotal no momento deste exame.;ANORMAL;not_normal;TESTÍCULOS;testiculos;0
211;BXCNDN;repleta por conteúdo anecogênico, com parede cranioventral espessadas e irregulares, medindo <var1> cm.;Bexiga: processo inflamatório/infeccioso (cistite) crônica, não podendo descartar por completo processo neoplásico.;ANORMAL;not_normal;BEXIGA;bexiga;0
210;FAHIPF;de dimensões dentro dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura preservada, porém, ecogenicidade aumentada. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;O aumento da ecogenicidade hepática pode estar relacionado a deposição de gordura (comum em gatos idosos e/ou obesos), porém, não se descarta lipidose, colangiohepatite crônica.';ANORMAL;not_normal;FÍGADO;figado;0
209;LPDASUBA;Lobo pancreático direito medindo <var1> cm, heterogêneo e com ecogenicidade diminuída.;Pâncreas: provável pancreatite subaguda, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
208;HUB;Descontinuidade de musculatura abdominal em região umbilical, medindo <var1> cm. Conteúdo herniado: gordura abdominal.;Hérnia umbilical. Conteúdo herniado no momento deste exame: gordura abdominal, sem sinal ultrassonográfico de encarceramento.;ANORMAL;not_normal;OUTROS;outros;0
207;RDMAHI;Mesentério adjacente ao rim direito hiperecogênico.;O aumento de ecogenicidade em mesentério adjacente ao rim direito pode ser um indicativo de reatividade a processo inflamatório/infeccioso.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
206;REMAHI;Mesentério adjacente ao rim esquerdo hiperecogênico.;O aumento de ecogenicidade em mesentério adjacente ao rim esquerdo pode ser um indicativo de reatividade a processo inflamatório/infeccioso.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
205;RDCA;Estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em divertículo renal.;Cálculo em rim direito.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
204;RECA;Estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm em divertículo renal.;Cálculo em rim esquerdo.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
203;RDDC;diminuído de tamanho, medindo <var1> cm, importante perda da relação e diferenciação corticomedular. Cortical apresentando ecogenicidade mista, predominantemente hiperecogênica, contornos irregulares.;Rim direito: nefropatia crônica, não podendo descartar por completo processo congênito.;ANORMAL;not_normal;RIM DIREITO;rim_direito;1
202;REDC;diminuído de tamanho, medindo <var1> cm, importante perda da relação e diferenciação corticomedular. Cortical apresentando ecogenicidade mista, predominantemente hiperecogênica, contornos irregulares.;Rim esquerdo: nefropatia crônica, não podendo descartar por completo processo congênito.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
201;PNODHIPO;nódulo hipoecóico, medindo aproximadamente <var1> cm x <var2> cm, margens regulares e limites bem definidos.;Nódulo prostático.;ANORMAL;not_normal;PRÓSTATA;prostata;5
200;BXCAME;Cálculo menor medindo <var1> cm.;Cálculo menor em bexiga medindo <var1> cm.;ANORMAL;not_normal;BEXIGA;bexiga;4
199;BXCAMA;Cálculo maior medindo <var1> cm.;Cálculo maior em bexiga medindo <var1> cm.;ANORMAL;not_normal;BEXIGA;bexiga;0
198;HPBP;aumentada de tamanho, medindo <var1> cm x <var2> cm, ecogenicidade mista e ecotextura moderadamente heterogênea.;Hiperplasia prostática benigna com indícios ultrassonográficos de processo inflamatório/infeccioso inicial (prostatite).;ANORMAL;not_normal;PRÓSTATA;prostata;0
197;BXDDC;repleta por conteúdo anecogênico, paredes finas e regulares. Discreta quantidade de pontos ecogênicos em suspensão e depositados em parede dorsal, não formadores de pouco sombreamento acústico posterior.;Bexiga: discreta quantidade de sedimento urinário/debril celular.;ANORMAL;not_normal;BEXIGA;bexiga;6
196;JEJ INF;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
195;JEJINF;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
194;PCAED;Corpo pancreático aumentado de tamanho medindo <var1> cm, pouco heterogêneo e com ecogenicidade diminuída.;Pâncreas: pancreatite aguda.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
193;LLRHR;pouca quantidade de conteúdo anecogênico livre em recesso hepatorrenal.;Pouca quantidade de líquido livre abdominal no momento deste exame.;ANORMAL;not_normal;OUTROS;outros;1
192;OVD;tamanho, forma, contorno, ecogenicidade e ecotextura preservadas, medindo <var1> cm x <var2> cm;;NORMAL;normal;OVÁRIOS;ovario;0
191;OVE;tamanho, forma, contorno, ecogenicidade e ecotextura preservadas, medindo <var1> cm x <var2> cm;;NORMAL;normal;OVÁRIOS;ovario;0
190;DBCINF;ductos biliar comum pouco dilatado medindo <var1> cm, paredes espessadas. Lumen preenchido por discreta quantidade de conteúdo ecumênico (lama biliar);Convite (provável) associado a estase biliar.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
189;LPDED;lobo pancreático direito com tamanho preservado, medindo <var1> cm, homogêneo, margens regulares, porém, ecogenicidade diminuída.;Pâncreas: não se descarta pancreatite incipiente ou sub-aguda.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
188;RDPRD;rim direito com tamanho preservado, medindo <var1> cm, moderada perda da diferenciação e relação corticomedular.;Provável nefropatia. Sugerem-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;182
187;REPRD;rim esquerdo com tamanho preservado, medindo <var1> cm, pouca moderada da diferenciação corticomedular. Relação corticomedular preservada.;Rins: não se descarta mefropatia.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
186;OVDC;Em ovário direito nota-se estrutura circular anecogênica com paredes finas e contornos regulares, com limites bem definidos, medindo <var1> cm x <var2> cm.;Cisto em ovário direito.;ANORMAL;not_normal;OVÁRIOS;ovario;5
185;OVEC;Em ovário esquerdo nota-se estrutura circular anecogênica com paredes finas e contornos regulares, com limites bem definidos, medindo <var1> cm x <var2> cm.;Cisto em ovário esquerdo.;ANORMAL;not_normal;OVÁRIOS;ovario;314
184;JEJESP;Jejuno espessado, medindo <var1> cm com estratificação parietal preservada.;Jejuno: provável processo inflamatório / infeccioso / infiltrativo. Caso clinicamente indicado sugerem-se exames complementares.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;7
183;BREA;tamanho, forma, contorno e ecotextura preservadas. Parênquima com ecogenicidade diminuída.;Baço: reativo a processo inflamatório/infeccioso/toxêmico.;ANORMAL;not_normal;BAÇO;baco;0
182;LPEARC;Lobo pancreático esquerdo aumentado de tamanho, medindo <var1> cm, heterogêneo, ecogenicidade difusamente aumentada e mesentério adjacente com aumento da ecogenicidade.;Pâncreas: provável pancreatite crônica agudizada.;ANORMAL;not_normal;PÂNCREAS;pancreas;2
181;VBDEB;preenchida por adequada quantidade de conteúdo anecogênico. Em parede dorsal nota-se discreta quantidade de material ecogênico depositado em fundo.;Vesícula biliar: moderada quantidade de lama biliar, podendo estar relacionada a hipofunção motora biliar (senescência) ou comorbidades que levem a alteração da composição da bile.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
180;CPA;corpo de pâncreas aumentado de tamanho, medindo <var1>;O aumento de corpo pancreático pode estar relacionado a pancreatite incipiente.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
179;BNHIPOC;em cabeça esplênica nota-se nódulo hipoecóico, moderadamente heterogêneo, margens irregulares, porém, limites bem definidos, medindo <var1>;Nódulo em baço.;ANORMAL;not_normal;BAÇO;baco;316
178;FHIF;de dimensões dentro dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura preservada, porém, ecogenicidade aumentada. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;O aumento da ecogenicidade hepática pode estar relacionado a deposição de gordura (comum em gatos idosos e/ou obesos). Caso haja suspeita de hepatopatia, sugerem-se exames complementares.;ANORMAL;not_normal;FÍGADO;figado;0
177;BXMDC;repleta por conteúdo anecogênico, paredes finas e regulares. Moderada quantidade de pontos ecogênicos em suspensão e depositados em parede dorsal, não formadores de pouco sombreamento acústico posterior.;Bexiga: moderada quantidade de sedimento urinário/debril celular.;ANORMAL;not_normal;BEXIGA;bexiga;4
176;JEJUU;jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugerem-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;1
